SEP=;
timestamp;deltaTime;hr;hrValid
2024-02-08T12:56:28.526;8752;48;True
2024-02-08T12:56:28.533;8752;48;True
2024-02-08T12:56:28.537;8752;48;True
2024-02-08T12:56:28.543;8752;48;True
2024-02-08T12:56:28.549;8752;48;True
2024-02-08T12:56:28.556;8752;48;True
2024-02-08T12:56:28.562;8752;48;True
2024-02-08T12:56:28.568;8752;48;True
2024-02-08T12:56:28.574;8752;48;True
2024-02-08T12:56:28.579;8752;48;True
2024-02-08T12:56:28.584;8752;48;True
2024-02-08T12:56:28.590;8752;48;True
2024-02-08T12:56:28.595;8752;48;True
2024-02-08T12:56:28.601;8752;48;True
2024-02-08T12:56:28.608;8752;48;True
2024-02-08T12:56:28.613;8752;48;True
2024-02-08T12:56:28.619;8752;48;True
2024-02-08T12:56:28.624;8752;48;True
2024-02-08T12:56:28.629;8752;48;True
2024-02-08T12:56:28.637;8752;48;True
2024-02-08T12:56:28.644;8752;48;True
2024-02-08T12:56:28.648;8752;48;True
2024-02-08T12:56:28.653;8752;48;True
2024-02-08T12:56:28.658;8752;48;True
2024-02-08T12:56:28.662;8752;48;True
2024-02-08T12:56:28.667;8752;48;True
2024-02-08T12:56:28.672;8752;48;True
2024-02-08T12:56:28.677;8752;48;True
2024-02-08T12:56:28.681;8752;48;True
2024-02-08T12:56:28.686;8752;48;True
2024-02-08T12:56:28.691;8752;48;True
2024-02-08T12:56:28.695;8752;48;True
2024-02-08T12:56:28.701;8752;48;True
2024-02-08T12:56:28.706;8752;48;True
2024-02-08T12:56:28.710;8752;48;True
2024-02-08T12:56:28.715;8752;48;True
2024-02-08T12:56:28.720;8752;48;True
2024-02-08T12:56:28.726;8752;48;True
2024-02-08T12:56:28.732;8752;48;True
2024-02-08T12:56:28.738;8752;48;True
2024-02-08T12:56:28.744;8752;48;True
2024-02-08T12:56:28.750;8752;48;True
2024-02-08T12:56:28.756;8752;48;True
2024-02-08T12:56:28.760;8752;48;True
2024-02-08T12:56:28.765;8752;48;True
2024-02-08T12:56:28.770;8752;48;True
2024-02-08T12:56:28.774;8752;48;True
2024-02-08T12:56:28.780;8752;48;True
2024-02-08T12:56:28.785;8752;48;True
2024-02-08T12:56:28.790;8752;48;True
2024-02-08T12:56:28.794;8752;48;True
2024-02-08T12:56:28.799;8752;48;True
2024-02-08T12:56:28.804;8752;48;True
2024-02-08T12:56:28.809;8752;48;True
2024-02-08T12:56:28.815;8752;48;True
2024-02-08T12:56:28.819;8752;48;True
2024-02-08T12:56:28.823;8752;48;True
2024-02-08T12:56:28.828;8752;48;True
2024-02-08T12:56:28.832;8752;48;True
2024-02-08T12:56:28.836;8752;48;True
2024-02-08T12:56:28.842;8752;48;True
2024-02-08T12:56:28.846;8752;48;True
2024-02-08T12:56:28.851;8752;48;True
2024-02-08T12:56:28.855;8752;48;True
2024-02-08T12:56:28.859;8752;48;True
2024-02-08T12:56:28.863;8752;48;True
2024-02-08T12:56:28.867;8752;48;True
2024-02-08T12:56:28.871;8752;48;True
2024-02-08T12:56:28.876;8752;48;True
2024-02-08T12:56:28.880;8752;48;True
2024-02-08T12:56:28.885;8752;48;True
2024-02-08T12:56:28.889;8752;48;True
2024-02-08T12:56:28.893;8752;48;True
2024-02-08T12:56:28.897;8752;48;True
2024-02-08T12:56:28.902;8752;48;True
2024-02-08T12:56:28.907;8752;48;True
2024-02-08T12:56:28.911;8752;48;True
2024-02-08T12:56:28.915;8752;48;True
2024-02-08T12:56:28.919;8752;48;True
2024-02-08T12:56:28.923;8752;48;True
2024-02-08T12:56:28.927;8752;48;True
2024-02-08T12:56:28.932;8752;48;True
2024-02-08T12:56:28.937;8752;48;True
2024-02-08T12:56:28.942;8752;48;True
2024-02-08T12:56:28.947;8752;48;True
2024-02-08T12:56:28.951;8752;48;True
2024-02-08T12:56:28.956;8752;48;True
2024-02-08T12:56:28.960;8752;48;True
2024-02-08T12:56:28.965;8752;48;True
2024-02-08T12:56:28.968;8752;48;True
2024-02-08T12:56:28.973;8752;48;True
2024-02-08T12:56:28.977;8752;48;True
2024-02-08T12:56:28.981;8752;48;True
2024-02-08T12:56:28.986;8752;48;True
2024-02-08T12:56:28.989;8752;48;True
2024-02-08T12:56:28.994;8752;48;True
2024-02-08T12:56:28.998;8752;48;True
2024-02-08T12:56:29.002;8752;48;True
2024-02-08T12:56:29.007;8752;48;True
2024-02-08T12:56:29.013;8752;48;True
2024-02-08T12:56:29.019;8752;48;True
2024-02-08T12:56:29.025;8752;48;True
2024-02-08T12:56:29.028;8752;48;True
2024-02-08T12:56:29.033;8752;48;True
2024-02-08T12:56:29.037;8752;48;True
2024-02-08T12:56:29.041;8752;48;True
2024-02-08T12:56:29.046;8752;48;True
2024-02-08T12:56:29.050;8752;48;True
2024-02-08T12:56:29.054;8752;48;True
2024-02-08T12:56:29.058;8752;48;True
2024-02-08T12:56:29.062;8752;48;True
2024-02-08T12:56:29.066;8752;48;True
2024-02-08T12:56:29.070;8752;48;True
2024-02-08T12:56:29.075;8752;48;True
2024-02-08T12:56:29.078;8752;48;True
2024-02-08T12:56:29.084;8752;48;True
2024-02-08T12:56:29.088;8752;48;True
2024-02-08T12:56:29.093;8752;48;True
2024-02-08T12:56:29.098;8752;48;True
2024-02-08T12:56:29.102;8752;48;True
2024-02-08T12:56:29.106;8752;48;True
2024-02-08T12:56:29.109;8752;48;True
2024-02-08T12:56:29.113;8752;48;True
2024-02-08T12:56:29.117;8752;48;True
2024-02-08T12:56:29.121;8752;48;True
2024-02-08T12:56:29.125;8752;48;True
2024-02-08T12:56:29.129;8752;48;True
2024-02-08T12:56:29.134;8752;48;True
2024-02-08T12:56:29.139;8752;48;True
2024-02-08T12:56:29.144;8752;48;True
2024-02-08T12:56:29.148;8752;48;True
2024-02-08T12:56:29.152;8752;48;True
2024-02-08T12:56:29.156;8752;48;True
2024-02-08T12:56:29.160;8752;48;True
2024-02-08T12:56:29.165;8752;48;True
2024-02-08T12:56:29.168;8752;48;True
2024-02-08T12:56:29.173;8752;48;True
2024-02-08T12:56:29.177;8752;48;True
2024-02-08T12:56:29.182;8752;48;True
2024-02-08T12:56:29.186;8752;48;True
2024-02-08T12:56:29.191;8752;48;True
2024-02-08T12:56:29.194;8752;48;True
2024-02-08T12:56:29.199;8752;48;True
2024-02-08T12:56:29.205;8752;48;True
2024-02-08T12:56:29.211;8752;48;True
2024-02-08T12:56:29.218;8752;48;True
2024-02-08T12:56:29.224;8752;48;True
2024-02-08T12:56:29.228;8752;48;True
2024-02-08T12:56:29.233;8752;48;True
2024-02-08T12:56:29.237;8752;48;True
2024-02-08T12:56:29.242;8752;48;True
2024-02-08T12:56:29.245;8752;48;True
2024-02-08T12:56:29.250;8752;48;True
2024-02-08T12:56:29.254;8752;48;True
2024-02-08T12:56:29.258;8752;48;True
2024-02-08T12:56:29.262;8752;48;True
2024-02-08T12:56:29.267;8752;48;True
2024-02-08T12:56:29.271;8752;48;True
2024-02-08T12:56:29.276;8752;48;True
2024-02-08T12:56:29.280;8752;48;True
2024-02-08T12:56:29.284;8752;48;True
2024-02-08T12:56:29.288;8752;48;True
2024-02-08T12:56:29.292;8752;48;True
2024-02-08T12:56:29.297;8752;48;True
2024-02-08T12:56:29.300;8752;48;True
2024-02-08T12:56:29.304;8752;48;True
2024-02-08T12:56:29.308;8752;48;True
2024-02-08T12:56:29.312;8752;48;True
2024-02-08T12:56:29.316;8752;48;True
2024-02-08T12:56:29.320;8752;48;True
2024-02-08T12:56:29.324;8752;48;True
2024-02-08T12:56:29.327;8752;48;True
2024-02-08T12:56:29.331;8752;48;True
2024-02-08T12:56:29.335;8752;48;True
2024-02-08T12:56:29.339;8752;48;True
2024-02-08T12:56:29.342;8752;48;True
2024-02-08T12:56:29.346;8752;48;True
2024-02-08T12:56:29.352;8752;48;True
2024-02-08T12:56:29.357;8752;48;True
2024-02-08T12:56:29.361;8752;48;True
2024-02-08T12:56:29.366;8752;48;True
2024-02-08T12:56:29.369;8752;48;True
2024-02-08T12:56:29.374;8752;48;True
2024-02-08T12:56:29.378;8752;48;True
2024-02-08T12:56:29.382;8752;48;True
2024-02-08T12:56:29.386;8752;48;True
2024-02-08T12:56:29.393;8752;48;True
2024-02-08T12:56:29.397;8752;48;True
2024-02-08T12:56:29.401;8752;48;True
2024-02-08T12:56:29.406;8752;48;True
2024-02-08T12:56:29.411;8752;48;True
2024-02-08T12:56:29.419;8752;48;True
2024-02-08T12:56:29.424;8752;48;True
2024-02-08T12:56:29.428;8752;48;True
2024-02-08T12:56:29.433;8752;48;True
2024-02-08T12:56:29.438;8752;48;True
2024-02-08T12:56:29.442;8752;48;True
2024-02-08T12:56:29.446;8752;48;True
2024-02-08T12:56:29.451;8752;48;True
2024-02-08T12:56:29.456;8752;48;True
2024-02-08T12:56:29.460;8752;48;True
2024-02-08T12:56:29.465;8752;48;True
2024-02-08T12:56:29.470;8752;48;True
2024-02-08T12:56:29.476;8752;48;True
2024-02-08T12:56:29.482;8752;48;True
2024-02-08T12:56:29.486;8752;48;True
2024-02-08T12:56:29.491;8752;48;True
2024-02-08T12:56:29.496;8752;48;True
2024-02-08T12:56:29.500;8752;48;True
2024-02-08T12:56:29.505;8752;48;True
2024-02-08T12:56:29.509;8752;48;True
2024-02-08T12:56:29.515;8752;48;True
2024-02-08T12:56:29.520;8752;48;True
2024-02-08T12:56:29.525;8752;48;True
2024-02-08T12:56:29.530;8752;48;True
2024-02-08T12:56:29.535;8752;48;True
2024-02-08T12:56:29.540;8752;48;True
2024-02-08T12:56:29.546;8752;48;True
2024-02-08T12:56:29.552;8752;48;True
2024-02-08T12:56:29.557;8752;48;True
2024-02-08T12:56:29.561;8752;48;True
2024-02-08T12:56:29.566;8752;48;True
2024-02-08T12:56:29.570;8752;48;True
2024-02-08T12:56:29.574;8752;48;True
2024-02-08T12:56:29.578;8752;48;True
2024-02-08T12:56:29.582;8752;48;True
2024-02-08T12:56:29.586;8752;48;True
2024-02-08T12:56:29.590;8752;48;True
2024-02-08T12:56:29.594;8752;48;True
2024-02-08T12:56:29.598;8752;48;True
2024-02-08T12:56:29.602;8752;48;True
2024-02-08T12:56:29.606;8752;48;True
2024-02-08T12:56:29.611;8752;48;True
2024-02-08T12:56:29.615;8752;48;True
2024-02-08T12:56:29.620;8752;48;True
2024-02-08T12:56:29.624;8752;48;True
2024-02-08T12:56:29.628;8752;48;True
2024-02-08T12:56:29.632;8752;48;True
2024-02-08T12:56:29.637;8752;48;True
2024-02-08T12:56:29.640;8752;48;True
2024-02-08T12:56:29.644;8752;48;True
2024-02-08T12:56:29.648;8752;48;True
2024-02-08T12:56:29.652;8752;48;True
2024-02-08T12:56:29.656;8752;48;True
2024-02-08T12:56:29.660;8752;48;True
2024-02-08T12:56:29.664;8752;48;True
2024-02-08T12:56:29.668;8752;48;True
2024-02-08T12:56:29.672;8752;48;True
2024-02-08T12:56:29.676;8752;48;True
2024-02-08T12:56:29.679;8752;48;True
2024-02-08T12:56:29.683;8752;48;True
2024-02-08T12:56:29.688;8752;48;True
2024-02-08T12:56:29.693;8752;48;True
2024-02-08T12:56:29.697;8752;48;True
2024-02-08T12:56:29.701;8752;48;True
2024-02-08T12:56:29.705;8752;48;True
2024-02-08T12:56:29.709;8752;48;True
2024-02-08T12:56:29.715;8752;48;True
2024-02-08T12:56:29.719;8752;48;True
2024-02-08T12:56:29.723;8752;48;True
2024-02-08T12:56:29.727;8752;48;True
2024-02-08T12:56:29.733;8752;48;True
2024-02-08T12:56:29.738;8752;48;True
2024-02-08T12:56:29.742;8752;48;True
2024-02-08T12:56:29.747;8752;48;True
2024-02-08T12:56:29.752;8752;48;True
2024-02-08T12:56:29.756;8752;48;True
2024-02-08T12:56:29.761;8752;48;True
2024-02-08T12:56:29.766;8752;48;True
2024-02-08T12:56:29.769;8752;48;True
2024-02-08T12:56:29.774;8752;48;True
2024-02-08T12:56:29.779;8752;48;True
2024-02-08T12:56:29.783;8752;48;True
2024-02-08T12:56:29.788;8752;48;True
2024-02-08T12:56:29.792;8752;48;True
2024-02-08T12:56:29.797;8752;48;True
2024-02-08T12:56:29.801;8752;48;True
2024-02-08T12:56:29.805;8752;48;True
2024-02-08T12:56:29.809;8752;48;True
2024-02-08T12:56:29.813;8752;48;True
2024-02-08T12:56:29.819;8752;48;True
2024-02-08T12:56:29.826;8752;48;True
2024-02-08T12:56:29.831;8752;48;True
2024-02-08T12:56:29.836;8752;48;True
2024-02-08T12:56:29.841;8752;48;True
2024-02-08T12:56:29.845;8752;48;True
2024-02-08T12:56:29.851;8752;48;True
2024-02-08T12:56:29.856;8752;48;True
2024-02-08T12:56:29.860;8752;48;True
2024-02-08T12:56:29.865;8752;48;True
2024-02-08T12:56:29.869;8752;48;True
2024-02-08T12:56:29.875;8752;48;True
2024-02-08T12:56:29.882;8752;48;True
2024-02-08T12:56:29.887;8752;48;True
2024-02-08T12:56:29.892;8752;48;True
2024-02-08T12:56:29.897;8752;48;True
2024-02-08T12:56:29.902;8752;48;True
2024-02-08T12:56:29.906;8752;48;True
2024-02-08T12:56:29.912;8752;48;True
2024-02-08T12:56:29.917;8752;48;True
2024-02-08T12:56:29.921;8752;48;True
2024-02-08T12:56:29.926;8752;48;True
2024-02-08T12:56:29.931;8752;48;True
2024-02-08T12:56:29.936;8752;48;True
2024-02-08T12:56:29.941;8752;48;True
2024-02-08T12:56:29.945;8752;48;True
2024-02-08T12:56:29.949;8752;48;True
2024-02-08T12:56:29.953;8752;48;True
2024-02-08T12:56:29.957;8752;48;True
2024-02-08T12:56:29.962;8752;48;True
2024-02-08T12:56:29.966;8752;48;True
2024-02-08T12:56:29.970;8752;48;True
2024-02-08T12:56:29.975;8752;48;True
2024-02-08T12:56:29.980;8752;48;True
2024-02-08T12:56:29.984;8752;48;True
2024-02-08T12:56:29.989;8752;48;True
2024-02-08T12:56:29.995;8752;48;True
2024-02-08T12:56:30.001;8752;48;True
2024-02-08T12:56:30.007;8752;48;True
2024-02-08T12:56:30.014;8752;48;True
2024-02-08T12:56:30.020;8752;48;True
2024-02-08T12:56:30.031;8752;48;True
2024-02-08T12:56:30.036;8752;48;True
2024-02-08T12:56:30.042;8752;48;True
2024-02-08T12:56:30.048;8752;48;True
2024-02-08T12:56:30.053;8752;48;True
2024-02-08T12:56:30.058;8752;48;True
2024-02-08T12:56:30.064;8752;48;True
2024-02-08T12:56:30.069;8752;48;True
2024-02-08T12:56:30.075;8752;48;True
2024-02-08T12:56:30.080;8752;48;True
2024-02-08T12:56:30.085;8752;48;True
2024-02-08T12:56:30.091;8752;48;True
2024-02-08T12:56:30.097;8752;48;True
2024-02-08T12:56:30.102;8752;48;True
2024-02-08T12:56:30.107;8752;48;True
2024-02-08T12:56:30.112;8752;48;True
2024-02-08T12:56:30.117;8752;48;True
2024-02-08T12:56:30.122;8752;48;True
2024-02-08T12:56:30.127;8752;48;True
2024-02-08T12:56:30.133;8752;48;True
2024-02-08T12:56:30.139;8752;48;True
2024-02-08T12:56:30.146;8752;48;True
2024-02-08T12:56:30.152;8752;48;True
2024-02-08T12:56:30.158;8752;48;True
2024-02-08T12:56:30.164;8752;48;True
2024-02-08T12:56:30.170;8752;48;True
2024-02-08T12:56:30.176;8752;48;True
2024-02-08T12:56:30.183;8752;48;True
2024-02-08T12:56:30.190;8752;48;True
2024-02-08T12:56:30.196;8752;48;True
2024-02-08T12:56:30.201;8752;48;True
2024-02-08T12:56:30.207;8752;48;True
2024-02-08T12:56:30.212;8752;48;True
2024-02-08T12:56:30.217;8752;48;True
2024-02-08T12:56:30.222;8752;48;True
2024-02-08T12:56:30.229;8752;48;True
2024-02-08T12:56:30.233;8752;48;True
2024-02-08T12:56:30.238;8752;48;True
2024-02-08T12:56:30.242;8752;48;True
2024-02-08T12:56:30.246;8752;48;True
2024-02-08T12:56:30.251;8752;48;True
2024-02-08T12:56:30.256;8752;48;True
2024-02-08T12:56:30.260;8752;48;True
2024-02-08T12:56:30.265;8752;48;True
2024-02-08T12:56:30.269;8752;48;True
2024-02-08T12:56:30.274;8752;48;True
2024-02-08T12:56:30.278;8752;48;True
2024-02-08T12:56:30.282;8752;48;True
2024-02-08T12:56:30.287;8752;48;True
2024-02-08T12:56:30.291;8752;48;True
2024-02-08T12:56:30.296;8752;48;True
2024-02-08T12:56:30.300;8752;48;True
2024-02-08T12:56:30.304;8752;48;True
2024-02-08T12:56:30.308;8752;48;True
2024-02-08T12:56:30.313;8752;48;True
2024-02-08T12:56:30.317;8752;48;True
2024-02-08T12:56:30.322;8752;48;True
2024-02-08T12:56:30.326;8752;48;True
2024-02-08T12:56:30.330;8752;48;True
2024-02-08T12:56:30.334;8752;48;True
2024-02-08T12:56:30.340;8752;48;True
2024-02-08T12:56:30.345;8752;48;True
2024-02-08T12:56:30.349;8752;48;True
2024-02-08T12:56:30.354;8752;48;True
2024-02-08T12:56:30.358;8752;48;True
2024-02-08T12:56:30.363;8752;48;True
2024-02-08T12:56:30.368;8752;48;True
2024-02-08T12:56:30.372;8752;48;True
2024-02-08T12:56:30.377;8752;48;True
2024-02-08T12:56:30.381;8752;48;True
2024-02-08T12:56:30.386;8752;48;True
2024-02-08T12:56:30.390;8752;48;True
2024-02-08T12:56:30.394;8752;48;True
2024-02-08T12:56:30.398;8752;48;True
2024-02-08T12:56:30.403;8752;48;True
2024-02-08T12:56:30.408;8752;48;True
2024-02-08T12:56:30.414;8752;48;True
2024-02-08T12:56:30.419;8752;48;True
2024-02-08T12:56:30.423;8752;48;True
2024-02-08T12:56:30.430;8752;48;True
2024-02-08T12:56:30.435;8752;48;True
2024-02-08T12:56:30.439;8752;48;True
2024-02-08T12:56:30.445;8752;48;True
2024-02-08T12:56:30.451;8752;48;True
2024-02-08T12:56:30.456;8752;48;True
2024-02-08T12:56:30.460;8752;48;True
2024-02-08T12:56:30.465;8752;48;True
2024-02-08T12:56:30.470;8752;48;True
2024-02-08T12:56:30.475;8752;48;True
2024-02-08T12:56:30.479;8752;48;True
2024-02-08T12:56:30.484;8752;48;True
2024-02-08T12:56:30.488;8752;48;True
2024-02-08T12:56:30.494;8752;48;True
2024-02-08T12:56:30.499;8752;48;True
2024-02-08T12:56:30.503;8752;48;True
2024-02-08T12:56:30.508;8752;48;True
2024-02-08T12:56:30.513;8752;48;True
2024-02-08T12:56:30.517;8752;48;True
2024-02-08T12:56:30.521;8752;48;True
2024-02-08T12:56:30.526;8752;48;True
2024-02-08T12:56:30.531;8752;48;True
2024-02-08T12:56:30.535;8752;48;True
2024-02-08T12:56:30.539;8752;48;True
2024-02-08T12:56:30.544;8752;48;True
2024-02-08T12:56:30.547;8752;48;True
2024-02-08T12:56:30.552;8752;48;True
2024-02-08T12:56:30.557;8752;48;True
2024-02-08T12:56:30.564;8752;48;True
2024-02-08T12:56:30.568;8752;48;True
2024-02-08T12:56:30.574;8752;48;True
2024-02-08T12:56:30.580;8752;48;True
2024-02-08T12:56:30.584;8752;48;True
2024-02-08T12:56:30.589;8752;48;True
2024-02-08T12:56:30.595;8752;48;True
2024-02-08T12:56:30.599;8752;48;True
2024-02-08T12:56:30.603;8752;48;True
2024-02-08T12:56:30.608;8752;48;True
2024-02-08T12:56:30.613;8752;48;True
2024-02-08T12:56:30.617;8752;48;True
2024-02-08T12:56:30.622;8752;48;True
2024-02-08T12:56:30.627;8752;48;True
2024-02-08T12:56:30.633;8752;48;True
2024-02-08T12:56:30.638;8752;48;True
2024-02-08T12:56:30.642;8752;48;True
2024-02-08T12:56:30.647;8752;48;True
2024-02-08T12:56:30.652;8752;48;True
2024-02-08T12:56:30.656;8752;48;True
2024-02-08T12:56:30.660;8752;48;True
2024-02-08T12:56:30.665;8752;48;True
2024-02-08T12:56:30.669;8752;48;True
2024-02-08T12:56:30.674;8752;48;True
2024-02-08T12:56:30.678;8752;48;True
2024-02-08T12:56:30.684;8752;48;True
2024-02-08T12:56:30.688;8752;48;True
2024-02-08T12:56:30.693;8752;48;True
2024-02-08T12:56:30.697;8752;48;True
2024-02-08T12:56:30.701;8752;48;True
2024-02-08T12:56:30.705;8752;48;True
2024-02-08T12:56:30.709;8752;48;True
2024-02-08T12:56:30.714;8752;48;True
2024-02-08T12:56:30.719;8752;48;True
2024-02-08T12:56:30.724;8752;48;True
2024-02-08T12:56:30.727;8752;48;True
2024-02-08T12:56:30.732;8752;48;True
2024-02-08T12:56:30.736;8752;48;True
2024-02-08T12:56:30.741;8752;48;True
2024-02-08T12:56:30.746;8752;48;True
2024-02-08T12:56:30.750;8752;48;True
2024-02-08T12:56:30.754;8752;48;True
2024-02-08T12:56:30.758;8752;48;True
2024-02-08T12:56:30.763;8752;48;True
2024-02-08T12:56:30.767;8752;48;True
2024-02-08T12:56:30.771;8752;48;True
2024-02-08T12:56:30.775;8752;48;True
2024-02-08T12:56:30.779;8752;48;True
2024-02-08T12:56:30.785;8752;48;True
2024-02-08T12:56:30.789;8752;48;True
2024-02-08T12:56:30.794;8752;48;True
2024-02-08T12:56:30.799;8752;48;True
2024-02-08T12:56:30.802;8752;48;True
2024-02-08T12:56:30.807;8752;48;True
2024-02-08T12:56:30.812;8752;48;True
2024-02-08T12:56:30.816;8752;48;True
2024-02-08T12:56:30.820;8752;48;True
2024-02-08T12:56:30.824;8752;48;True
2024-02-08T12:56:30.828;8752;48;True
2024-02-08T12:56:30.835;8752;48;True
2024-02-08T12:56:30.839;8752;48;True
2024-02-08T12:56:30.843;8752;48;True
2024-02-08T12:56:30.847;8752;48;True
2024-02-08T12:56:30.851;8752;48;True
2024-02-08T12:56:30.856;8752;48;True
2024-02-08T12:56:30.860;8752;48;True
2024-02-08T12:56:30.865;8752;48;True
2024-02-08T12:56:30.869;8752;48;True
2024-02-08T12:56:30.873;8752;48;True
2024-02-08T12:56:30.878;8752;48;True
2024-02-08T12:56:30.882;8752;48;True
2024-02-08T12:56:30.886;8752;48;True
2024-02-08T12:56:30.890;8752;48;True
2024-02-08T12:56:30.895;8752;48;True
2024-02-08T12:56:30.900;8752;48;True
2024-02-08T12:56:30.906;8752;48;True
2024-02-08T12:56:30.909;8752;48;True
2024-02-08T12:56:30.915;8752;48;True
2024-02-08T12:56:30.920;8752;48;True
2024-02-08T12:56:30.925;8752;48;True
2024-02-08T12:56:30.931;8752;48;True
2024-02-08T12:56:30.936;8752;48;True
2024-02-08T12:56:30.941;8752;48;True
2024-02-08T12:56:30.946;8752;48;True
2024-02-08T12:56:30.951;8752;48;True
2024-02-08T12:56:30.956;8752;48;True
2024-02-08T12:56:30.961;8752;48;True
2024-02-08T12:56:30.967;8752;48;True
2024-02-08T12:56:30.974;8752;48;True
2024-02-08T12:56:30.979;8752;48;True
2024-02-08T12:56:30.984;8752;48;True
2024-02-08T12:56:30.989;8752;48;True
2024-02-08T12:56:30.994;8752;48;True
2024-02-08T12:56:30.999;8752;48;True
2024-02-08T12:56:31.004;8752;48;True
2024-02-08T12:56:31.008;8752;48;True
2024-02-08T12:56:31.013;8752;48;True
2024-02-08T12:56:31.018;8752;48;True
2024-02-08T12:56:31.024;8752;48;True
2024-02-08T12:56:31.030;8752;48;True
2024-02-08T12:56:31.040;8752;48;True
2024-02-08T12:56:31.045;8752;48;True
2024-02-08T12:56:31.051;8752;48;True
2024-02-08T12:56:31.057;8752;48;True
2024-02-08T12:56:31.062;8752;48;True
2024-02-08T12:56:31.066;8752;48;True
2024-02-08T12:56:31.071;8752;48;True
2024-02-08T12:56:31.076;8752;48;True
2024-02-08T12:56:31.081;8752;48;True
2024-02-08T12:56:31.085;8752;48;True
2024-02-08T12:56:31.089;8752;48;True
2024-02-08T12:56:31.093;8752;48;True
2024-02-08T12:56:31.098;8752;48;True
2024-02-08T12:56:31.102;8752;48;True
2024-02-08T12:56:31.107;8752;48;True
2024-02-08T12:56:31.112;8752;48;True
2024-02-08T12:56:31.116;8752;48;True
2024-02-08T12:56:31.121;8752;48;True
2024-02-08T12:56:31.126;8752;48;True
2024-02-08T12:56:31.132;8752;48;True
2024-02-08T12:56:31.137;8752;48;True
2024-02-08T12:56:31.141;8752;48;True
2024-02-08T12:56:31.147;8752;48;True
2024-02-08T12:56:31.153;8752;48;True
2024-02-08T12:56:31.158;8752;48;True
2024-02-08T12:56:31.164;8752;48;True
2024-02-08T12:56:31.171;8752;48;True
2024-02-08T12:56:31.178;8752;48;True
2024-02-08T12:56:31.184;8752;48;True
2024-02-08T12:56:31.189;8752;48;True
2024-02-08T12:56:31.194;8752;48;True
2024-02-08T12:56:31.200;8752;48;True
2024-02-08T12:56:31.205;8752;48;True
2024-02-08T12:56:31.209;8752;48;True
2024-02-08T12:56:31.214;8752;48;True
2024-02-08T12:56:31.219;8752;48;True
2024-02-08T12:56:31.224;8752;48;True
2024-02-08T12:56:31.229;8752;48;True
2024-02-08T12:56:31.234;8752;48;True
2024-02-08T12:56:31.240;8752;48;True
2024-02-08T12:56:31.245;8752;48;True
2024-02-08T12:56:31.249;8752;48;True
2024-02-08T12:56:31.253;8752;48;True
2024-02-08T12:56:31.257;8752;48;True
2024-02-08T12:56:31.263;8752;48;True
2024-02-08T12:56:31.268;8752;48;True
